T0,T1,T2,count
Health Admin. & Assisting0,"Commun, Fam., & Personal Svcs1",Education2,18
Health Admin. & Assisting0,Architecture1,Eng. Tech. & Drafting2,1
Health Admin. & Assisting0,Architecture1,Social Sciences & Law2,1
Health Admin. & Assisting0,Architecture1,Engineering2,1
Health Admin. & Assisting0,Architecture1,Architecture2,4
Health Admin. & Assisting0,Health Admin. & Assisting1,Sciences: Biological & Physical2,2
Health Admin. & Assisting0,Health Admin. & Assisting1,Health Sci. & Techno.2,31
Health Admin. & Assisting0,Health Admin. & Assisting1,Business2,17
Health Admin. & Assisting0,Health Admin. & Assisting1,Eng. Tech. & Drafting2,2
Health Admin. & Assisting0,Health Admin. & Assisting1,English & Foreign Lang.2,1
Health Admin. & Assisting0,Health Admin. & Assisting1,Comp. Sci. & Mathematics2,2
Health Admin. & Assisting0,Health Admin. & Assisting1,Social Sciences & Law2,4
Health Admin. & Assisting0,Health Admin. & Assisting1,"Commun, Fam., & Personal Svcs2",20
Health Admin. & Assisting0,Health Admin. & Assisting1,Health Admin. & Assisting2,283
Health Admin. & Assisting0,Health Admin. & Assisting1,Agric. & Nat. Res. Cons2,3
Health Admin. & Assisting0,Health Admin. & Assisting1,Education2,9
Health Admin. & Assisting0,Health Admin. & Assisting1,Arts: Visual & Performing2,1
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,Sciences: Biological & Physical2,2
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,Health Sci. & Techno.2,6
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,Business2,3
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,English & Foreign Lang.2,1
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,"Repair, Production, & Construction2",1
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,Engineering2,1
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,"Commun, Fam., & Personal Svcs2",4
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,Health Admin. & Assisting2,2
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,80
Health Admin. & Assisting0,Agric. & Nat. Res. Cons1,Education2,1
Health Admin. & Assisting0,Education1,Sciences: Biological & Physical2,9
Health Admin. & Assisting0,Education1,Health Sci. & Techno.2,25
Health Admin. & Assisting0,Education1,Business2,13
Health Admin. & Assisting0,Education1,English & Foreign Lang.2,2
Health Admin. & Assisting0,Education1,Comp. Sci. & Mathematics2,1
Health Admin. & Assisting0,Education1,Social Sciences & Law2,12
Health Admin. & Assisting0,Education1,"Repair, Production, & Construction2",1
Health Admin. & Assisting0,Education1,Communications2,2
Health Admin. & Assisting0,Education1,Engineering2,1
Health Admin. & Assisting0,Education1,"Commun, Fam., & Personal Svcs2",31
Health Admin. & Assisting0,Education1,Health Admin. & Assisting2,6
Health Admin. & Assisting0,Education1,Education2,262
Health Admin. & Assisting0,Education1,Arts: Visual & Performing2,1
Health Admin. & Assisting0,Arts: Visual & Performing1,Sciences: Biological & Physical2,1
Health Admin. & Assisting0,Arts: Visual & Performing1,Health Sci. & Techno.2,3
Health Admin. & Assisting0,Arts: Visual & Performing1,Business2,4
Health Admin. & Assisting0,Arts: Visual & Performing1,English & Foreign Lang.2,1
Health Admin. & Assisting0,Arts: Visual & Performing1,Social Sciences & Law2,2
Health Admin. & Assisting0,Arts: Visual & Performing1,"Repair, Production, & Construction2",1
Health Admin. & Assisting0,Arts: Visual & Performing1,Communications2,2
Health Admin. & Assisting0,Arts: Visual & Performing1,"Commun, Fam., & Personal Svcs2",2
Health Admin. & Assisting0,Arts: Visual & Performing1,Health Admin. & Assisting2,1
Health Admin. & Assisting0,Arts: Visual & Performing1,Education2,2
Health Admin. & Assisting0,Arts: Visual & Performing1,Arts: Visual & Performing2,61
Agric. & Nat. Res. Cons0,"Philosophy, Religion, & Theology1","Philosophy, Religion, & Theology2",2
Agric. & Nat. Res. Cons0,"Philosophy, Religion, & Theology1","Commun, Fam., & Personal Svcs2",1
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,"Philosophy, Religion, & Theology2",1
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Sciences: Biological & Physical2,328
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Health Sci. & Techno.2,10
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Business2,18
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Eng. Tech. & Drafting2,4
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,English & Foreign Lang.2,3
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Social Sciences & Law2,17
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,"Repair, Production, & Construction2",1
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Communications2,5
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Engineering2,2
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,"Commun, Fam., & Personal Svcs2",17
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Architecture2,1
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Agric. & Nat. Res. Cons2,40
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Education2,10
Agric. & Nat. Res. Cons0,Sciences: Biological & Physical1,Arts: Visual & Performing2,3
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,"Philosophy, Religion, & Theology2",1
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,Sciences: Biological & Physical2,10
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,Health Sci. & Techno.2,121
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,Business2,5
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,Eng. Tech. & Drafting2,1
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,English & Foreign Lang.2,1
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,Social Sciences & Law2,1
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,"Repair, Production, & Construction2",3
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,"Commun, Fam., & Personal Svcs2",6
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,Health Admin. & Assisting2,4
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,Agric. & Nat. Res. Cons2,17
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,Education2,2
Agric. & Nat. Res. Cons0,Health Sci. & Techno.1,Arts: Visual & Performing2,2
Agric. & Nat. Res. Cons0,"Area, Eth. & Multidiscip. Studies1","Area, Eth. & Multidiscip. Studies2",1
Agric. & Nat. Res. Cons0,Business1,"Philosophy, Religion, & Theology2",2
Agric. & Nat. Res. Cons0,Business1,Sciences: Biological & Physical2,4
Agric. & Nat. Res. Cons0,Business1,Health Sci. & Techno.2,3
Agric. & Nat. Res. Cons0,Business1,Business2,218
Agric. & Nat. Res. Cons0,Business1,Eng. Tech. & Drafting2,3
Agric. & Nat. Res. Cons0,Business1,English & Foreign Lang.2,2
Agric. & Nat. Res. Cons0,Business1,Social Sciences & Law2,4
Agric. & Nat. Res. Cons0,Business1,"Repair, Production, & Construction2",8
Agric. & Nat. Res. Cons0,Business1,Communications2,5
Agric. & Nat. Res. Cons0,Business1,"Commun, Fam., & Personal Svcs2",10
Agric. & Nat. Res. Cons0,Business1,Health Admin. & Assisting2,2
Agric. & Nat. Res. Cons0,Business1,Agric. & Nat. Res. Cons2,10
Agric. & Nat. Res. Cons0,Business1,Education2,4
Agric. & Nat. Res. Cons0,Eng. Tech. & Drafting1,Sciences: Biological & Physical2,1
Agric. & Nat. Res. Cons0,Eng. Tech. & Drafting1,Business2,3
Agric. & Nat. Res. Cons0,Eng. Tech. & Drafting1,Eng. Tech. & Drafting2,85
Agric. & Nat. Res. Cons0,Eng. Tech. & Drafting1,Comp. Sci. & Mathematics2,1
Agric. & Nat. Res. Cons0,Eng. Tech. & Drafting1,"Repair, Production, & Construction2",8
Agric. & Nat. Res. Cons0,Eng. Tech. & Drafting1,Engineering2,2
Agric. & Nat. Res. Cons0,Eng. Tech. & Drafting1,"Commun, Fam., & Personal Svcs2",1
Agric. & Nat. Res. Cons0,Eng. Tech. & Drafting1,Health Admin. & Assisting2,1
Agric. & Nat. Res. Cons0,Eng. Tech. & Drafting1,Agric. & Nat. Res. Cons2,4
Agric. & Nat. Res. Cons0,English & Foreign Lang.1,Business2,1
Agric. & Nat. Res. Cons0,English & Foreign Lang.1,English & Foreign Lang.2,14
Agric. & Nat. Res. Cons0,English & Foreign Lang.1,Social Sciences & Law2,1
Agric. & Nat. Res. Cons0,English & Foreign Lang.1,Engineering2,1
Agric. & Nat. Res. Cons0,English & Foreign Lang.1,"Commun, Fam., & Personal Svcs2",2
Agric. & Nat. Res. Cons0,English & Foreign Lang.1,Health Admin. & Assisting2,1
Agric. & Nat. Res. Cons0,English & Foreign Lang.1,Agric. & Nat. Res. Cons2,2
Agric. & Nat. Res. Cons0,English & Foreign Lang.1,Education2,1
Agric. & Nat. Res. Cons0,Comp. Sci. & Mathematics1,Health Sci. & Techno.2,1
Agric. & Nat. Res. Cons0,Comp. Sci. & Mathematics1,Business2,2
Agric. & Nat. Res. Cons0,Comp. Sci. & Mathematics1,Eng. Tech. & Drafting2,1
Agric. & Nat. Res. Cons0,Comp. Sci. & Mathematics1,Comp. Sci. & Mathematics2,17
Agric. & Nat. Res. Cons0,Comp. Sci. & Mathematics1,Social Sciences & Law2,1
Agric. & Nat. Res. Cons0,Comp. Sci. & Mathematics1,"Commun, Fam., & Personal Svcs2",1
Agric. & Nat. Res. Cons0,Comp. Sci. & Mathematics1,Health Admin. & Assisting2,1
Agric. & Nat. Res. Cons0,Comp. Sci. & Mathematics1,Agric. & Nat. Res. Cons2,1
Agric. & Nat. Res. Cons0,Social Sciences & Law1,"Philosophy, Religion, & Theology2",1
Agric. & Nat. Res. Cons0,Social Sciences & Law1,Sciences: Biological & Physical2,1
Agric. & Nat. Res. Cons0,Social Sciences & Law1,Health Sci. & Techno.2,1
Agric. & Nat. Res. Cons0,Social Sciences & Law1,"Area, Eth. & Multidiscip. Studies2",1
Agric. & Nat. Res. Cons0,Social Sciences & Law1,Business2,4
Agric. & Nat. Res. Cons0,Social Sciences & Law1,Eng. Tech. & Drafting2,1
Agric. & Nat. Res. Cons0,Social Sciences & Law1,Social Sciences & Law2,81
Agric. & Nat. Res. Cons0,Social Sciences & Law1,Communications2,1
Agric. & Nat. Res. Cons0,Social Sciences & Law1,"Commun, Fam., & Personal Svcs2",5
Agric. & Nat. Res. Cons0,Social Sciences & Law1,Agric. & Nat. Res. Cons2,6
Agric. & Nat. Res. Cons0,Social Sciences & Law1,Education2,1
Agric. & Nat. Res. Cons0,Social Sciences & Law1,Arts: Visual & Performing2,2
Agric. & Nat. Res. Cons0,"Repair, Production, & Construction1",Sciences: Biological & Physical2,1
Agric. & Nat. Res. Cons0,"Repair, Production, & Construction1",Health Sci. & Techno.2,1
Agric. & Nat. Res. Cons0,"Repair, Production, & Construction1",Business2,2
Agric. & Nat. Res. Cons0,"Repair, Production, & Construction1",Eng. Tech. & Drafting2,6
Agric. & Nat. Res. Cons0,"Repair, Production, & Construction1",Social Sciences & Law2,1
Agric. & Nat. Res. Cons0,"Repair, Production, & Construction1","Repair, Production, & Construction2",172
Agric. & Nat. Res. Cons0,"Repair, Production, & Construction1",Engineering2,1
Agric. & Nat. Res. Cons0,"Repair, Production, & Construction1","Commun, Fam., & Personal Svcs2",1
Agric. & Nat. Res. Cons0,"Repair, Production, & Construction1",Agric. & Nat. Res. Cons2,7
Agric. & Nat. Res. Cons0,Communications1,Sciences: Biological & Physical2,1
Agric. & Nat. Res. Cons0,Communications1,Health Sci. & Techno.2,1
Agric. & Nat. Res. Cons0,Communications1,Business2,1
Agric. & Nat. Res. Cons0,Communications1,Communications2,31
Agric. & Nat. Res. Cons0,Communications1,"Commun, Fam., & Personal Svcs2",3
Agric. & Nat. Res. Cons0,Communications1,Agric. & Nat. Res. Cons2,2
Agric. & Nat. Res. Cons0,Communications1,Education2,1
Agric. & Nat. Res. Cons0,Communications1,Arts: Visual & Performing2,3
Agric. & Nat. Res. Cons0,Engineering1,Sciences: Biological & Physical2,4
Agric. & Nat. Res. Cons0,Engineering1,Business2,3
Agric. & Nat. Res. Cons0,Engineering1,Eng. Tech. & Drafting2,5
Agric. & Nat. Res. Cons0,Engineering1,Comp. Sci. & Mathematics2,3
Agric. & Nat. Res. Cons0,Engineering1,Social Sciences & Law2,3
Agric. & Nat. Res. Cons0,Engineering1,"Repair, Production, & Construction2",2
Agric. & Nat. Res. Cons0,Engineering1,Communications2,1
Agric. & Nat. Res. Cons0,Engineering1,Engineering2,101
Agric. & Nat. Res. Cons0,Engineering1,"Commun, Fam., & Personal Svcs2",1
Agric. & Nat. Res. Cons0,Engineering1,Architecture2,2
Agric. & Nat. Res. Cons0,Engineering1,Agric. & Nat. Res. Cons2,17
Agric. & Nat. Res. Cons0,Engineering1,Arts: Visual & Performing2,1
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Sciences: Biological & Physical2,6
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,6
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Business2,10
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Eng. Tech. & Drafting2,2
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",English & Foreign Lang.2,2
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Comp. Sci. & Mathematics2,2
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Social Sciences & Law2,2
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1","Repair, Production, & Construction2",4
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Engineering2,1
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",210
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Health Admin. & Assisting2,1
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Agric. & Nat. Res. Cons2,15
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Education2,4
Agric. & Nat. Res. Cons0,"Commun, Fam., & Personal Svcs1",Arts: Visual & Performing2,1
Agric. & Nat. Res. Cons0,Architecture1,Architecture2,5
Agric. & Nat. Res. Cons0,Architecture1,Agric. & Nat. Res. Cons2,1
Agric. & Nat. Res. Cons0,Health Admin. & Assisting1,Sciences: Biological & Physical2,1
Agric. & Nat. Res. Cons0,Health Admin. & Assisting1,Health Sci. & Techno.2,2
Agric. & Nat. Res. Cons0,Health Admin. & Assisting1,Business2,4
Agric. & Nat. Res. Cons0,Health Admin. & Assisting1,Eng. Tech. & Drafting2,1
Agric. & Nat. Res. Cons0,Health Admin. & Assisting1,Social Sciences & Law2,1
Agric. & Nat. Res. Cons0,Health Admin. & Assisting1,"Commun, Fam., & Personal Svcs2",2
Agric. & Nat. Res. Cons0,Health Admin. & Assisting1,Health Admin. & Assisting2,60
Agric. & Nat. Res. Cons0,Health Admin. & Assisting1,Agric. & Nat. Res. Cons2,8
Agric. & Nat. Res. Cons0,Health Admin. & Assisting1,Education2,1
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,"Philosophy, Religion, & Theology2",1
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Sciences: Biological & Physical2,40
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Health Sci. & Techno.2,15
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Business2,27
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Eng. Tech. & Drafting2,11
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,English & Foreign Lang.2,5
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Comp. Sci. & Mathematics2,2
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Social Sciences & Law2,19
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,"Repair, Production, & Construction2",14
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Communications2,10
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Engineering2,19
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,"Commun, Fam., & Personal Svcs2",27
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Architecture2,2
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Health Admin. & Assisting2,10
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,2329
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Education2,41
Agric. & Nat. Res. Cons0,Agric. & Nat. Res. Cons1,Arts: Visual & Performing2,3
Agric. & Nat. Res. Cons0,Education1,Sciences: Biological & Physical2,2
Agric. & Nat. Res. Cons0,Education1,Health Sci. & Techno.2,2
Agric. & Nat. Res. Cons0,Education1,Business2,6
Agric. & Nat. Res. Cons0,Education1,Social Sciences & Law2,1
Agric. & Nat. Res. Cons0,Education1,"Commun, Fam., & Personal Svcs2",7
Agric. & Nat. Res. Cons0,Education1,Health Admin. & Assisting2,2
Agric. & Nat. Res. Cons0,Education1,Agric. & Nat. Res. Cons2,10
Agric. & Nat. Res. Cons0,Education1,Education2,95
Agric. & Nat. Res. Cons0,Arts: Visual & Performing1,Social Sciences & Law2,1
Agric. & Nat. Res. Cons0,Arts: Visual & Performing1,Communications2,1
Agric. & Nat. Res. Cons0,Arts: Visual & Performing1,Agric. & Nat. Res. Cons2,1
Agric. & Nat. Res. Cons0,Arts: Visual & Performing1,Arts: Visual & Performing2,31
Education0,"Philosophy, Religion, & Theology1","Philosophy, Religion, & Theology2",47
Education0,"Philosophy, Religion, & Theology1",Health Sci. & Techno.2,1
Education0,"Philosophy, Religion, & Theology1",Business2,3
Education0,"Philosophy, Religion, & Theology1",Social Sciences & Law2,3
Education0,"Philosophy, Religion, & Theology1",Communications2,1
Education0,"Philosophy, Religion, & Theology1","Commun, Fam., & Personal Svcs2",4
Education0,"Philosophy, Religion, & Theology1",Education2,8
Education0,"Philosophy, Religion, & Theology1",Arts: Visual & Performing2,1
Education0,Sciences: Biological & Physical1,"Philosophy, Religion, & Theology2",2
Education0,Sciences: Biological & Physical1,Sciences: Biological & Physical2,246
Education0,Sciences: Biological & Physical1,Health Sci. & Techno.2,17
Education0,Sciences: Biological & Physical1,"Area, Eth. & Multidiscip. Studies2",1
Education0,Sciences: Biological & Physical1,Business2,16
Education0,Sciences: Biological & Physical1,Eng. Tech. & Drafting2,1
Education0,Sciences: Biological & Physical1,English & Foreign Lang.2,11
Education0,Sciences: Biological & Physical1,Comp. Sci. & Mathematics2,7
Education0,Sciences: Biological & Physical1,Social Sciences & Law2,31
Education0,Sciences: Biological & Physical1,"Repair, Production, & Construction2",1
Education0,Sciences: Biological & Physical1,Communications2,6
Education0,Sciences: Biological & Physical1,Engineering2,1
Education0,Sciences: Biological & Physical1,"Commun, Fam., & Personal Svcs2",13
Education0,Sciences: Biological & Physical1,Health Admin. & Assisting2,2
Education0,Sciences: Biological & Physical1,Agric. & Nat. Res. Cons2,8
Education0,Sciences: Biological & Physical1,Education2,36
Education0,Sciences: Biological & Physical1,Arts: Visual & Performing2,3
Education0,Health Sci. & Techno.1,"Philosophy, Religion, & Theology2",1
Education0,Health Sci. & Techno.1,Sciences: Biological & Physical2,15
Education0,Health Sci. & Techno.1,Health Sci. & Techno.2,589
Education0,Health Sci. & Techno.1,Business2,18
Education0,Health Sci. & Techno.1,Eng. Tech. & Drafting2,1
Education0,Health Sci. & Techno.1,English & Foreign Lang.2,8
Education0,Health Sci. & Techno.1,Comp. Sci. & Mathematics2,2
Education0,Health Sci. & Techno.1,Social Sciences & Law2,30
Education0,Health Sci. & Techno.1,Communications2,9
Education0,Health Sci. & Techno.1,"Commun, Fam., & Personal Svcs2",40
Education0,Health Sci. & Techno.1,Health Admin. & Assisting2,9
Education0,Health Sci. & Techno.1,Agric. & Nat. Res. Cons2,5
Education0,Health Sci. & Techno.1,Education2,88
Education0,Health Sci. & Techno.1,Arts: Visual & Performing2,2
Education0,"Area, Eth. & Multidiscip. Studies1","Philosophy, Religion, & Theology2",1
Education0,"Area, Eth. & Multidiscip. Studies1","Area, Eth. & Multidiscip. Studies2",16
Education0,"Area, Eth. & Multidiscip. Studies1",Social Sciences & Law2,2
Education0,"Area, Eth. & Multidiscip. Studies1",Education2,2
Education0,"Area, Eth. & Multidiscip. Studies1",Arts: Visual & Performing2,1
Education0,Business1,Sciences: Biological & Physical2,3
Education0,Business1,Health Sci. & Techno.2,15
Education0,Business1,Business2,666
Education0,Business1,Eng. Tech. & Drafting2,2
Education0,Business1,English & Foreign Lang.2,9
Education0,Business1,Comp. Sci. & Mathematics2,14
Education0,Business1,Social Sciences & Law2,23
Education0,Business1,"Repair, Production, & Construction2",3
Education0,Business1,Communications2,21
Education0,Business1,"Commun, Fam., & Personal Svcs2",36
Education0,Business1,Health Admin. & Assisting2,2
Education0,Business1,Agric. & Nat. Res. Cons2,1
Education0,Business1,Education2,42
Education0,Business1,Arts: Visual & Performing2,8
Education0,Eng. Tech. & Drafting1,Health Sci. & Techno.2,2
Education0,Eng. Tech. & Drafting1,Business2,2
Education0,Eng. Tech. & Drafting1,Eng. Tech. & Drafting2,45
Education0,Eng. Tech. & Drafting1,"Repair, Production, & Construction2",1
Education0,Eng. Tech. & Drafting1,Communications2,1
Education0,Eng. Tech. & Drafting1,Engineering2,1
Education0,Eng. Tech. & Drafting1,"Commun, Fam., & Personal Svcs2",1
Education0,Eng. Tech. & Drafting1,Education2,3
Education0,English & Foreign Lang.1,"Philosophy, Religion, & Theology2",4
Education0,English & Foreign Lang.1,Sciences: Biological & Physical2,7
Education0,English & Foreign Lang.1,Health Sci. & Techno.2,8
Education0,English & Foreign Lang.1,Business2,12
Education0,English & Foreign Lang.1,Eng. Tech. & Drafting2,1
Education0,English & Foreign Lang.1,English & Foreign Lang.2,464
Education0,English & Foreign Lang.1,Comp. Sci. & Mathematics2,6
Education0,English & Foreign Lang.1,Social Sciences & Law2,27
Education0,English & Foreign Lang.1,Communications2,16
Education0,English & Foreign Lang.1,"Commun, Fam., & Personal Svcs2",17
Education0,English & Foreign Lang.1,Architecture2,1
Education0,English & Foreign Lang.1,Agric. & Nat. Res. Cons2,1
Education0,English & Foreign Lang.1,Education2,54
Education0,English & Foreign Lang.1,Arts: Visual & Performing2,8
Education0,Comp. Sci. & Mathematics1,"Philosophy, Religion, & Theology2",1
Education0,Comp. Sci. & Mathematics1,Sciences: Biological & Physical2,6
Education0,Comp. Sci. & Mathematics1,Health Sci. & Techno.2,2
Education0,Comp. Sci. & Mathematics1,Business2,26
Education0,Comp. Sci. & Mathematics1,Eng. Tech. & Drafting2,3
Education0,Comp. Sci. & Mathematics1,English & Foreign Lang.2,5
Education0,Comp. Sci. & Mathematics1,Comp. Sci. & Mathematics2,322
Education0,Comp. Sci. & Mathematics1,Social Sciences & Law2,15
Education0,Comp. Sci. & Mathematics1,Communications2,5
Education0,Comp. Sci. & Mathematics1,Engineering2,3
Education0,Comp. Sci. & Mathematics1,"Commun, Fam., & Personal Svcs2",11
Education0,Comp. Sci. & Mathematics1,Agric. & Nat. Res. Cons2,1
Education0,Comp. Sci. & Mathematics1,Education2,48
Education0,Comp. Sci. & Mathematics1,Arts: Visual & Performing2,1
Education0,Social Sciences & Law1,"Philosophy, Religion, & Theology2",5
Education0,Social Sciences & Law1,Sciences: Biological & Physical2,6
Education0,Social Sciences & Law1,Health Sci. & Techno.2,18
Education0,Social Sciences & Law1,"Area, Eth. & Multidiscip. Studies2",2
Education0,Social Sciences & Law1,Business2,33
Education0,Social Sciences & Law1,English & Foreign Lang.2,21
Education0,Social Sciences & Law1,Comp. Sci. & Mathematics2,7
Education0,Social Sciences & Law1,Social Sciences & Law2,935
Education0,Social Sciences & Law1,"Repair, Production, & Construction2",3
Education0,Social Sciences & Law1,Communications2,19
Education0,Social Sciences & Law1,Engineering2,2
Education0,Social Sciences & Law1,"Commun, Fam., & Personal Svcs2",73
Education0,Social Sciences & Law1,Architecture2,1
Education0,Social Sciences & Law1,Agric. & Nat. Res. Cons2,2
Education0,Social Sciences & Law1,Education2,84
Education0,Social Sciences & Law1,Arts: Visual & Performing2,12
Education0,"Repair, Production, & Construction1",Business2,2
Education0,"Repair, Production, & Construction1",Eng. Tech. & Drafting2,2
Education0,"Repair, Production, & Construction1","Repair, Production, & Construction2",41
Education0,"Repair, Production, & Construction1","Commun, Fam., & Personal Svcs2",2
Education0,"Repair, Production, & Construction1",Education2,1
Education0,"Repair, Production, & Construction1",Arts: Visual & Performing2,2
Education0,Communications1,Sciences: Biological & Physical2,1
Education0,Communications1,Health Sci. & Techno.2,1
Education0,Communications1,Business2,12
Education0,Communications1,Eng. Tech. & Drafting2,1
Education0,Communications1,English & Foreign Lang.2,9
Education0,Communications1,Comp. Sci. & Mathematics2,3
Education0,Communications1,Social Sciences & Law2,10
Education0,Communications1,Communications2,222
Education0,Communications1,"Commun, Fam., & Personal Svcs2",13
Education0,Communications1,Health Admin. & Assisting2,1
Education0,Communications1,Education2,15
Education0,Communications1,Arts: Visual & Performing2,5
Education0,Engineering1,Sciences: Biological & Physical2,6
Education0,Engineering1,Health Sci. & Techno.2,2
Education0,Engineering1,Business2,5
Education0,Engineering1,Eng. Tech. & Drafting2,3
Education0,Engineering1,English & Foreign Lang.2,1
Education0,Engineering1,Comp. Sci. & Mathematics2,8
Education0,Engineering1,Social Sciences & Law2,10
Education0,Engineering1,Communications2,3
Education0,Engineering1,Engineering2,120
Education0,Engineering1,"Commun, Fam., & Personal Svcs2",9
Education0,Engineering1,Agric. & Nat. Res. Cons2,2
Education0,Engineering1,Education2,8
Education0,Engineering1,Arts: Visual & Performing2,2
Education0,"Commun, Fam., & Personal Svcs1","Philosophy, Religion, & Theology2",1
Education0,"Commun, Fam., & Personal Svcs1",Sciences: Biological & Physical2,7
Education0,"Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,22
Education0,"Commun, Fam., & Personal Svcs1",Business2,42
Education0,"Commun, Fam., & Personal Svcs1",Eng. Tech. & Drafting2,4
Education0,"Commun, Fam., & Personal Svcs1",English & Foreign Lang.2,7
Education0,"Commun, Fam., & Personal Svcs1",Comp. Sci. & Mathematics2,2
Education0,"Commun, Fam., & Personal Svcs1",Social Sciences & Law2,34
Education0,"Commun, Fam., & Personal Svcs1","Repair, Production, & Construction2",3
Education0,"Commun, Fam., & Personal Svcs1",Communications2,16
Education0,"Commun, Fam., & Personal Svcs1",Engineering2,2
Education0,"Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",906
Education0,"Commun, Fam., & Personal Svcs1",Health Admin. & Assisting2,6
Education0,"Commun, Fam., & Personal Svcs1",Agric. & Nat. Res. Cons2,3
Education0,"Commun, Fam., & Personal Svcs1",Education2,124
Education0,"Commun, Fam., & Personal Svcs1",Arts: Visual & Performing2,5
Education0,Architecture1,Communications2,1
Education0,Architecture1,Architecture2,5
Education0,Health Admin. & Assisting1,Sciences: Biological & Physical2,2
Education0,Health Admin. & Assisting1,Health Sci. & Techno.2,3
Education0,Health Admin. & Assisting1,Business2,4
Education0,Health Admin. & Assisting1,Eng. Tech. & Drafting2,1
Education0,Health Admin. & Assisting1,Social Sciences & Law2,1
Education0,Health Admin. & Assisting1,"Repair, Production, & Construction2",2
Education0,Health Admin. & Assisting1,"Commun, Fam., & Personal Svcs2",3
